,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,Force,Line
112,6.01631,5.79348,0.0339821,0.136155,-1.39887,0.298985,-0.00456448,-0.00040851,0.015498,92,2
113,6.501,5.78997,0.0298367,0.133564,-1.38043,0.296194,-0.00489603,-5.50005e-06,0.0155134,92,2
114,6.986,5.78692,0.0279628,0.130431,-1.36183,0.293536,-0.00518374,0.000355112,0.0154996,92,2
115,7.47112,5.78408,0.027067,0.127063,-1.34317,0.290937,-0.0054525,0.000697393,0.0154732,92,2
116,7.95626,5.7814,0.0277374,0.123564,-1.32482,0.287762,-0.0056651,0.000984068,0.0154176,92,2
117,8.44136,5.77875,0.0285807,0.120012,-1.30658,0.284576,-0.00586463,0.00125715,0.0153541,92,2
118,8.92624,5.77615,0.029777,0.116269,-1.28876,0.281489,-0.00602237,0.00148599,0.0152651,92,2
119,9.4107,5.7733,0.0298749,0.112522,-1.27072,0.278822,-0.006161,0.00169384,0.0151699,92,2
120,9.89461,5.77017,0.0285338,0.10877,-1.2524,0.276704,-0.00627458,0.00187416,0.0150666,92,2
121,10.3783,5.76662,0.027484,0.105356,-1.23334,0.274607,-0.00635925,0.00202264,0.0149636,92,2
122,10.862,5.7629,0.026574,0.102103,-1.21391,0.272519,-0.00643011,0.0021559,0.0148608,92,2
123,11.3459,5.75949,0.0282926,0.098753,-1.19426,0.270197,-0.00646003,0.00224949,0.0147517,92,2
124,11.8298,5.75621,0.0305201,0.0953318,-1.17454,0.267855,-0.00647981,0.00233311,0.0146401,92,2
125,12.3138,5.75354,0.0341739,0.0915917,-1.1545,0.265517,-0.00646649,0.00238399,0.0145187,92,2
126,12.7975,5.7509,0.0372067,0.0877922,-1.13483,0.262739,-0.00643984,0.00242095,0.014392,92,2
127,13.2807,5.7483,0.039347,0.0839083,-1.11567,0.259331,-0.00639409,0.00243796,0.0142577,92,2
128,13.7633,5.74535,0.0394122,0.0803126,-1.0969,0.255731,-0.00632838,0.00243577,0.0141196,92,2
129,14.2454,5.74219,0.0383876,0.0768682,-1.07834,0.252031,-0.00625214,0.00242345,0.0139795,92,2
130,14.7268,5.7389,0.0351782,0.0735147,-1.05978,0.249235,-0.00614862,0.00238921,0.0138379,92,2
131,15.2081,5.73554,0.0320623,0.0701437,-1.04117,0.246703,-0.00603832,0.00234934,0.0136957,92,2
132,15.6895,5.73189,0.0309459,0.0666137,-1.02225,0.245154,-0.00590599,0.00229084,0.0135509,92,2
133,16.171,5.72853,0.030706,0.0630155,-1.0031,0.243975,-0.00576708,0.00222352,0.013403,92,2
134,16.6525,5.72559,0.0318433,0.0593113,-0.983588,0.24338,-0.00561785,0.0021424,0.0132502,92,2
135,17.134,5.72298,0.0332805,0.0558113,-0.963866,0.241722,-0.00545815,0.00204772,0.013094,92,2
136,17.6153,5.72056,0.0348951,0.0524294,-0.944024,0.239451,-0.0052924,0.00194522,0.0129358,92,2
137,18.0959,5.71812,0.0346818,0.0491356,-0.924364,0.23769,-0.00510873,0.00182738,0.0127752,92,2
138,18.5763,5.71561,0.0340522,0.0458846,-0.904951,0.23614,-0.00492011,0.0017058,0.0126132,92,2
139,19.0561,5.71251,0.0322443,0.0428504,-0.887112,0.235583,-0.00471399,0.00157264,0.0124445,92,2
140,19.5358,5.70929,0.0302297,0.0400457,-0.869479,0.234865,-0.00450328,0.0014347,0.0122706,92,2
141,20.0152,5.70589,0.0278589,0.0376345,-0.852199,0.233873,-0.00428477,0.00128857,0.0120878,92,2
142,20.4943,5.70243,0.0251611,0.0355947,-0.834709,0.232424,-0.00406458,0.00113636,0.0118974,92,2
143,20.9732,5.69897,0.0222589,0.0337885,-0.817084,0.230686,-0.00384334,0.000980311,0.0117022,92,2
144,21.4518,5.69551,0.0189956,0.0321737,-0.798746,0.228489,-0.0036253,0.00081886,0.0114982,92,2
145,21.9303,5.69213,0.016067,0.0305735,-0.780274,0.226288,-0.00340863,0.000656521,0.0112913,92,2
146,22.4092,5.68954,0.0166051,0.0288361,-0.761663,0.224716,-0.00319946,0.000494277,0.0110714,92,2
