"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
151,25.223,11.7013,0.000547766,0.0175546,-0.288667,0.193808,-0.00187892,0.000356702,0.00275151,25.0765,8.90091,0.0106729,0.0409785,-0.291082,0.196985,-0.00159351,0.000146408,0.00348975,24.802,5.67491,0.0232395,0.0646711,-0.294778,0.199202,-0.00114388,-0.000209969,0.00428862,24.9345,2.58311,0.0214854,0.082582,-0.290025,0.205275,-0.000553394,-0.000775395,0.00490156,24.8289,-1.09425,0.0203936,0.10163,-0.289585,0.206279,0.000132387,-0.00145308,0.00568635,24.8194,-3.81591,0.00230805,0.113853,-0.284203,0.209826,0.000606451,-0.00187862,0.00618246,24.6156,-7.02829,0.00692897,0.127495,-0.281393,0.213708,0.000883173,-0.00207261,0.00665964,-25.3093,-9.49758,0.0137047,0.0657065,-0.469446,0.190059,0.000409182,-0.000574537,-0.00534982,25.2763,-12.1129,-0.0142642,0.152356,-0.258951,0.221258,0.000668742,-0.00193849,0.0068227,25.2149,-14.4044,-0.0208071,0.169109,-0.257467,0.224464,1.80148e-08,-0.0013676,0.0066561
152,25.7018,11.6959,0.000737911,0.0167859,-0.28164,0.192417,-0.00178542,0.000299619,0.00267666,25.5549,8.89581,0.00952149,0.0403066,-0.284084,0.196011,-0.00150718,9.12321e-05,0.00339382,25.2795,5.67094,0.0220076,0.0643105,-0.287497,0.198818,-0.00106544,-0.000270458,0.00417736,25.4127,2.58253,0.0213941,0.0824163,-0.283022,0.204532,-0.00047868,-0.00085029,0.00477954,25.3042,-1.09777,0.015314,0.101727,-0.281943,0.206724,0.000216647,-0.00155892,0.0055661,25.2966,-3.81349,0.00340694,0.113908,-0.276178,0.209683,0.000711265,-0.00200671,0.0060697,25.0931,-7.03063,0.00579128,0.127898,-0.272492,0.214877,0.0010187,-0.00223306,0.0065946,-25.8101,-9.49362,0.0128369,0.0656765,-0.460677,0.191632,0.000341549,-0.000553253,-0.00541609,25.7556,-12.1168,-0.01573,0.152359,-0.248333,0.222341,0.00084948,-0.00216988,0.00687237,25.6966,-14.4065,-0.0188642,0.16822,-0.2468,0.226229,0.00016936,-0.00160399,0.0067988
153,26.1806,11.6906,0.00145761,0.015977,-0.274567,0.191025,-0.00169382,0.000243746,0.00260044,26.0331,8.89016,0.00827741,0.039598,-0.277187,0.195247,-0.00142282,3.75995e-05,0.00329534,25.7567,5.66674,0.0208819,0.0639649,-0.280444,0.198563,-0.000988588,-0.000328622,0.00406063,25.8908,2.5822,0.0215188,0.082244,-0.276136,0.203607,-0.000403385,-0.000924328,0.00465327,25.7796,-1.10013,0.0120545,0.101952,-0.274249,0.207667,0.000303996,-0.00166475,0.00543712,25.774,-3.81112,0.00608553,0.114211,-0.268315,0.209465,0.000819907,-0.00213598,0.00594597,25.5705,-7.03274,0.00494715,0.128317,-0.263577,0.215882,0.00116473,-0.00240101,0.0065062,-26.3112,-9.48973,0.0118712,0.0657171,-0.45177,0.193362,0.000281534,-0.000538505,-0.00548017,26.2348,-12.1213,-0.0157864,0.152472,-0.237957,0.224085,0.00107541,-0.00244233,0.00688402,26.178,-14.4086,-0.015935,0.167627,-0.236215,0.228628,0.000415295,-0.00191543,0.00690546
154,26.6589,11.6855,0.00117221,0.0151314,-0.267553,0.190257,-0.00160954,0.000193119,0.00251848,26.511,8.88392,0.00662378,0.0388407,-0.270407,0.194706,-0.00134277,-1.32101e-05,0.00319163,26.2337,5.66255,0.0196543,0.0635564,-0.27344,0.198457,-0.000913611,-0.000385829,0.00394161,26.3685,2.5815,0.0207909,0.0820491,-0.269219,0.202914,-0.000331562,-0.000996263,0.00452001,26.255,-1.10214,0.0100143,0.102203,-0.266755,0.208518,0.00039126,-0.00176839,0.00529721,26.2512,-3.80857,0.00878881,0.114706,-0.260285,0.209299,0.000931708,-0.00226411,0.00580388,26.0478,-7.03475,0.00470574,0.128718,-0.254755,0.216569,0.00131592,-0.00257114,0.00640317,-26.8122,-9.48557,0.0123078,0.0657564,-0.44297,0.194451,0.000226934,-0.000528832,-0.0055422,26.7138,-12.1259,-0.0163987,0.152661,-0.227722,0.226082,0.00131433,-0.00272545,0.00688078,26.6593,-14.4107,-0.0136197,0.167229,-0.225682,0.230964,0.000681027,-0.00224392,0.00699764
155,27.137,11.6803,0.000869119,0.0143146,-0.260597,0.18961,-0.00152574,0.000144211,0.00243533,26.9888,8.87751,0.00485706,0.0380685,-0.26366,0.194244,-0.00126407,-6.31076e-05,0.00308632,26.7105,5.65836,0.018213,0.063018,-0.266538,0.198657,-0.000842525,-0.000441058,0.00381779,26.8459,2.58065,0.0197341,0.0818452,-0.262292,0.202307,-0.000261048,-0.00106739,0.00438414,26.7305,-1.10396,0.00865959,0.102468,-0.259375,0.209317,0.00047847,-0.00187079,0.00515116,26.7282,-3.80596,0.0115048,0.115271,-0.252193,0.209155,0.00104456,-0.00239177,0.00565523,26.5251,-7.03664,0.00523794,0.129098,-0.246055,0.216847,0.00147375,-0.00274404,0.00628134,-27.3129,-9.4812,0.0141099,0.0657934,-0.434275,0.194921,0.000177566,-0.000524054,-0.00560224,27.1922,-12.1308,-0.0184505,0.153044,-0.21785,0.228711,0.00158617,-0.00303553,0.00683931,27.14,-14.4126,-0.0130859,0.167402,-0.215301,0.233106,0.00100424,-0.00262183,0.00704734
156,27.6149,11.6748,0.00055702,0.0135933,-0.253821,0.18933,-0.00144312,0.000100657,0.00234856,27.4662,8.87094,0.00310269,0.0372537,-0.256935,0.194284,-0.00119014,-0.000109047,0.00297678,27.187,5.65504,0.0163223,0.062494,-0.259586,0.198406,-0.000775851,-0.000494552,0.00369116,27.3226,2.5794,0.0160615,0.0817274,-0.255402,0.201964,-0.000197023,-0.00113428,0.00424034,27.2059,-1.1056,0.00877999,0.102792,-0.251812,0.209784,0.000562238,-0.00196739,0.00499146,27.2046,-3.80379,0.0125218,0.115964,-0.244147,0.209085,0.00115444,-0.00251374,0.00548345,27.0018,-7.03904,0.00441955,0.129571,-0.237762,0.217169,0.00163389,-0.00291749,0.00613529,-27.8137,-9.47655,0.0166272,0.065862,-0.425558,0.195251,0.000135388,-0.000528545,-0.00566091,27.6706,-12.1357,-0.019824,0.153562,-0.208115,0.230858,0.0018769,-0.00335877,0.00676019,27.6203,-14.4147,-0.0132671,0.167533,-0.204787,0.235249,0.00136053,-0.0030266,0.00705245
157,28.0925,11.6693,-0.00064507,0.0127999,-0.247168,0.189425,-0.00136157,5.94812e-05,0.00226044,27.9436,8.86466,0.00136774,0.0364561,-0.25023,0.194328,-0.00111755,-0.000153931,0.00286705,27.6632,5.6524,0.0140885,0.0619806,-0.252596,0.197815,-0.000712517,-0.000546729,0.00356241,27.799,2.57811,0.0122056,0.0816101,-0.248547,0.201688,-0.000133508,-0.00119983,0.00409499,27.6813,-1.10736,0.00897139,0.103138,-0.244264,0.21011,0.000645456,-0.00206208,0.00482821,27.6809,-3.80178,0.0134265,0.116645,-0.236176,0.209133,0.00126376,-0.00263313,0.00530632,27.4784,-7.04167,0.00296964,0.130087,-0.22966,0.217512,0.00179512,-0.00309121,0.00597792,-28.3144,-9.47181,0.0193743,0.0659403,-0.416835,0.195536,9.5622e-05,-0.0005361,-0.00571911,28.149,-12.1405,-0.020613,0.154198,-0.198498,0.232586,0.00218426,-0.0036936,0.00664811,28.1003,-14.417,-0.0141387,0.167622,-0.194144,0.237395,0.00174844,-0.00345706,0.00701498
158,28.5697,11.6638,-0.00279564,0.0119297,-0.240646,0.189918,-0.00128114,2.08376e-05,0.00217087,28.4207,8.85914,-0.000319036,0.0357024,-0.243576,0.19438,-0.0010484,-0.000196114,0.00275683,28.139,5.64986,0.010783,0.0616013,-0.245697,0.197138,-0.000652513,-0.00059592,0.00343206,28.2752,2.57684,0.00801247,0.0814898,-0.241809,0.201617,-7.11414e-05,-0.00126109,0.00394478,28.1562,-1.11012,0.00818144,0.103586,-0.237019,0.209718,0.000728182,-0.00214851,0.00465244,28.1568,-3.80027,0.0140133,0.117269,-0.228463,0.209609,0.00137162,-0.00274414,0.00511202,27.9548,-7.04435,0.00256462,0.131068,-0.221831,0.2182,0.00195737,-0.00325861,0.00578643,-28.8166,-9.46675,0.0191134,0.0660293,-0.407799,0.196951,6.92384e-05,-0.000558361,-0.00577865,28.6271,-12.1453,-0.0210315,0.15523,-0.188982,0.233651,0.00249505,-0.00403392,0.00647284,28.5796,-14.4199,-0.0174688,0.167651,-0.183451,0.239688,0.00215337,-0.00391273,0.00689046
159,29.0461,11.6587,-0.0076165,0.0110922,-0.234207,0.190226,-0.00120451,-1.44676e-05,0.00208173,28.8979,8.85447,-0.000329591,0.035157,-0.237022,0.194004,-0.000981353,-0.000236435,0.00264691,28.6147,5.64737,0.00725525,0.0612502,-0.238839,0.196467,-0.000593316,-0.000644171,0.00330131,28.7515,2.57558,0.00540865,0.0813586,-0.23508,0.201454,-8.77002e-06,-0.00131871,0.00379257,28.631,-1.11266,0.00790087,0.103935,-0.229747,0.209492,0.000809961,-0.00223019,0.00447206,28.6322,-3.79887,0.0130196,0.1179,-0.220916,0.210271,0.00147698,-0.00284827,0.00490806,28.4311,-7.04703,0.0019511,0.132159,-0.214061,0.218827,0.00211848,-0.00342314,0.00558616,-29.319,-9.46195,0.0181138,0.0660622,-0.398754,0.198412,4.69542e-05,-0.000584285,-0.00583842,29.1052,-12.1501,-0.0213808,0.156384,-0.179506,0.234549,0.00280631,-0.00437503,0.0062773,29.0586,-14.423,-0.0215635,0.167659,-0.172742,0.24202,0.00256328,-0.00437545,0.00673662
160,29.5222,11.6538,-0.0134047,0.0102665,-0.227798,0.190467,-0.00112926,-4.85624e-05,0.00199274,29.3753,8.85058,0.001146,0.0347964,-0.230559,0.193249,-0.000916157,-0.000275108,0.00253726,29.0901,5.64484,0.00409306,0.0608672,-0.232314,0.196199,-0.000534888,-0.000688415,0.00316979,29.228,2.57438,0.00462968,0.0812155,-0.228362,0.201185,5.36034e-05,-0.00137216,0.00363809,29.1058,-1.11481,0.00854089,0.104105,-0.222426,0.209568,0.000890041,-0.00230334,0.00428338,29.1071,-3.79762,0.0101738,0.118538,-0.213562,0.211156,0.00157947,-0.0029444,0.00469286,28.9068,-7.04974,-0.000104901,0.133609,-0.206471,0.219015,0.00227346,-0.00357604,0.00535631,-29.8225,-9.45797,0.0148697,0.0659258,-0.389682,0.200017,3.68846e-05,-0.000621169,-0.00589897,29.5828,-12.154,-0.022603,0.157956,-0.170443,0.235838,0.0030986,-0.00468906,0.00600046,29.5372,-14.4257,-0.0265062,0.167615,-0.162032,0.24404,0.00296157,-0.00480848,0.00646036
161,29.9983,11.649,-0.0178015,0.00990732,-0.221605,0.189747,-0.00105825,-7.55028e-05,0.00190558,29.8527,8.84675,0.00407629,0.0345332,-0.224192,0.192649,-0.000853626,-0.000310646,0.00242779,29.5655,5.64218,0.00143012,0.0604994,-0.22589,0.195956,-0.00047757,-0.000731318,0.00303791,29.7049,2.57354,0.00719441,0.0809207,-0.221674,0.201405,0.000111229,-0.00141879,0.00348093,29.5804,-1.11682,0.00918497,0.10429,-0.215396,0.209612,0.000962693,-0.00236646,0.00408874,29.5815,-3.79585,0.00589126,0.119338,-0.206559,0.212147,0.00166954,-0.00302709,0.00446586,29.3822,-7.05242,-0.00304565,0.135133,-0.198922,0.219074,0.00241913,-0.00372031,0.0051134,-30.326,-9.45428,0.0120573,0.0659047,-0.380516,0.201329,3.49809e-05,-0.000666287,-0.00595735,30.0603,-12.1576,-0.0239095,0.15978,-0.161583,0.236937,0.00338185,-0.0049883,0.0057003,30.0157,-14.4281,-0.0308971,0.168078,-0.151442,0.24548,0.00335218,-0.00522353,0.00615222
162,30.4745,11.644,-0.021278,0.00958521,-0.215517,0.188876,-0.00098855,-0.00010094,0.00181842,30.3301,8.84293,0.0073774,0.0342966,-0.217858,0.192085,-0.000791966,-0.000345173,0.00231838,30.0409,5.6393,-7.6692e-05,0.0601663,-0.219695,0.195769,-0.00042281,-0.000771144,0.00290519,30.182,2.57283,0.0111099,0.0805649,-0.215,0.201823,0.000166936,-0.00146265,0.00332273,30.0549,-1.11872,0.00983295,0.104485,-0.208562,0.209635,0.00103031,-0.00242279,0.00389005,30.0556,-3.79386,0.000999442,0.120206,-0.199702,0.213184,0.00175432,-0.00310403,0.00423394,29.8571,-7.05507,-0.00724517,0.136762,-0.191428,0.218952,0.00255152,-0.00385229,0.00485192,-30.8296,-9.45086,0.00970944,0.0660025,-0.371255,0.202344,4.14077e-05,-0.000719808,-0.00601351,30.5375,-12.1605,-0.0254209,0.162244,-0.153235,0.237555,0.00364199,-0.00524999,0.00534173,30.4943,-14.4298,-0.0338858,0.169834,-0.141162,0.245439,0.00372282,-0.0055922,0.00576253
163,30.951,11.6384,-0.0218124,0.00935937,-0.209763,0.187556,-0.000922913,-0.000121841,0.00173112,30.8069,8.83873,0.00919573,0.034015,-0.211695,0.191259,-0.000734281,-0.000375416,0.0022089,30.5164,5.63667,-0.000475306,0.0598313,-0.213617,0.195544,-0.0003716,-0.000808299,0.00277224,30.658,2.57137,0.0112883,0.080423,-0.208498,0.202046,0.000211402,-0.00149648,0.00316247,30.5287,-1.12043,0.00872483,0.104991,-0.201877,0.208829,0.00108209,-0.0024635,0.00368654,30.5298,-3.7914,-0.00245711,0.121282,-0.1932,0.213499,0.00181471,-0.00315969,0.00399123,30.332,-7.05752,-0.0105715,0.138362,-0.184077,0.219172,0.00266233,-0.00396542,0.00457185,-31.3333,-9.44741,0.00827743,0.0663717,-0.361874,0.203225,6.30645e-05,-0.000787285,-0.00606535,31.0144,-12.1644,-0.0274133,0.1646,-0.145428,0.237919,0.00387253,-0.00547558,0.00494533,30.9731,-14.4316,-0.0346241,0.17197,-0.131384,0.245884,0.0040619,-0.00591961,0.00532268
164,31.4274,11.6326,-0.021764,0.00925264,-0.204276,0.185944,-0.000858601,-0.000140235,0.0016417,31.2829,8.8337,0.00737981,0.0337024,-0.205614,0.190562,-0.000677327,-0.000404677,0.00209951,30.9918,5.63425,3.67723e-05,0.0594949,-0.207636,0.195289,-0.000323314,-0.000843253,0.00263911,31.1338,2.56978,0.0108965,0.0803757,-0.202065,0.202132,0.000253225,-0.00152764,0.00300186,31.0024,-1.12218,0.00723849,0.10558,-0.195256,0.207837,0.00112926,-0.00249964,0.00348176,31.004,-3.78882,-0.00508689,0.122342,-0.186777,0.213635,0.00186836,-0.00320916,0.00374645,30.8069,-7.0599,-0.0134415,0.139945,-0.1768,0.219571,0.00276185,-0.00406869,0.00428204,-31.8369,-9.44394,0.00716623,0.0668369,-0.35245,0.20406,9.00972e-05,-0.000859664,-0.00611561,31.491,-12.1692,-0.0298284,0.166865,-0.138088,0.238063,0.00407752,-0.00566995,0.00451614,31.4522,-14.4335,-0.0334296,0.174433,-0.122037,0.246742,0.00437388,-0.0062116,0.00483964
165,31.9038,11.6264,-0.0210931,0.00927312,-0.199074,0.184022,-0.000795705,-0.000155952,0.00155,31.7567,8.82645,-0.00391972,0.033309,-0.199748,0.190203,-0.00062228,-0.000431375,0.00199037,31.4666,5.63084,-0.00118774,0.0591961,-0.201673,0.19531,-0.000278889,-0.000874322,0.00250676,31.609,2.56787,0.00891679,0.0806608,-0.195871,0.201718,0.000286672,-0.0015501,0.0028401,31.4757,-1.12449,0.00533457,0.106425,-0.189092,0.206572,0.00115776,-0.00251727,0.00327294,31.4786,-3.78564,-0.0043323,0.123288,-0.18061,0.213165,0.00189897,-0.00323719,0.00349494,31.2816,-7.0623,-0.0155472,0.141422,-0.169957,0.220298,0.00282597,-0.00413739,0.0039709,-32.3406,-9.43982,0.00702806,0.0673109,-0.342549,0.205042,0.000140192,-0.00095178,-0.00616103,31.9675,-12.1756,-0.0316751,0.169042,-0.13134,0.238156,0.00421796,-0.00579748,0.00404752,31.931,-14.4364,-0.031771,0.177683,-0.113631,0.248155,0.00460232,-0.0064181,0.00430011
166,32.38,11.6221,-0.0198539,0.00905252,-0.19366,0.182517,-0.000735917,-0.000170907,0.00145729,32.231,8.81954,-0.0124519,0.0330516,-0.194147,0.189303,-0.000568427,-0.000457062,0.00188181,31.9413,5.62711,-0.00279215,0.0589103,-0.195722,0.195416,-0.000235511,-0.000904148,0.00237464,32.0843,2.56629,0.00837824,0.0810537,-0.189743,0.201224,0.000317823,-0.00156689,0.00267723,31.9489,-1.12666,0.00339389,0.107255,-0.183073,0.20549,0.00118126,-0.0025285,0.00306285,31.9532,-3.78249,-0.00246549,0.12429,-0.174589,0.212453,0.00191868,-0.0032532,0.00324095,31.7563,-7.06463,-0.0173297,0.142923,-0.163264,0.220988,0.00288025,-0.00419594,0.00365507,-32.8443,-9.43563,0.00723614,0.0677512,-0.332701,0.206265,0.000196482,-0.00104932,-0.00620446,32.4439,-12.1826,-0.0332852,0.171221,-0.124762,0.238205,0.00433729,-0.00590341,0.00356719,32.4098,-14.4395,-0.0300339,0.181162,-0.105513,0.249612,0.00480212,-0.00659604,0.00374396
167,32.8562,11.6185,-0.018406,0.00874411,-0.18817,0.181165,-0.000677258,-0.000185581,0.00136422,32.7056,8.81296,-0.0184889,0.0329169,-0.188785,0.187915,-0.000515651,-0.000481836,0.00177378,32.416,5.62242,-0.0024248,0.0586983,-0.189932,0.195874,-0.000193328,-0.000927981,0.00224229,32.5598,2.56516,0.00958374,0.0815774,-0.183694,0.200631,0.000346188,-0.0015768,0.00251301,32.4218,-1.12852,0.00136896,0.108055,-0.177374,0.20481,0.00119376,-0.0025257,0.00284993,32.4279,-3.77938,0.000892484,0.125366,-0.168761,0.211423,0.00192375,-0.00325308,0.00298358,32.231,-7.06641,-0.0176991,0.144644,-0.157179,0.221231,0.00289931,-0.0042168,0.00332559,-33.348,-9.43124,0.00855439,0.0680767,-0.323047,0.208263,0.000271883,-0.00116372,-0.00624184,32.9204,-12.1896,-0.0323964,0.17395,-0.118479,0.237471,0.00435971,-0.00591641,0.00306447,32.888,-14.4425,-0.029174,0.185121,-0.0983222,0.249244,0.00486896,-0.00665144,0.00315277
168,33.3314,11.6144,-0.0201282,0.00834258,-0.182651,0.180462,-0.000627582,-0.000200151,0.00127665,33.1808,8.80593,-0.0195223,0.0327729,-0.183363,0.18661,-0.000467107,-0.000503963,0.00166737,32.8906,5.61786,-0.0022026,0.0585279,-0.184216,0.19614,-0.00015182,-0.000949612,0.00210981,33.0353,2.56495,0.0118732,0.0820029,-0.177798,0.199956,0.000371176,-0.00157779,0.00234847,32.8948,-1.13068,0.000810998,0.108727,-0.171785,0.2046,0.00119829,-0.00251194,0.002637,32.9019,-3.77699,0.00128936,0.126233,-0.163092,0.21098,0.00191243,-0.00323394,0.00272634,32.7054,-7.06851,-0.0191375,0.14635,-0.151389,0.221137,0.0029017,-0.00421975,0.00299445,-33.8522,-9.42709,0.00890594,0.0682717,-0.313548,0.210318,0.000361818,-0.00128886,-0.00627275,33.397,-12.1963,-0.0308446,0.176988,-0.112543,0.236311,0.00435421,-0.00589992,0.00256297,33.3662,-14.4454,-0.027915,0.189139,-0.0920075,0.248438,0.00489559,-0.00666376,0.00256138
169,33.8067,11.6099,-0.0212248,0.00799102,-0.177106,0.179802,-0.000579605,-0.000214532,0.00119066,33.6562,8.79882,-0.0190214,0.0326248,-0.177923,0.185342,-0.000419979,-0.000525188,0.00156151,33.3648,5.61361,-0.00234567,0.0584627,-0.178688,0.195917,-0.000112051,-0.000965626,0.00197696,33.5107,2.56517,0.0146413,0.0823856,-0.171968,0.199245,0.000394728,-0.00157494,0.00218382,33.3679,-1.13307,0.0014461,0.109295,-0.166286,0.204772,0.00119635,-0.00248929,0.00242408,33.3754,-3.77497,0.000197626,0.126997,-0.157502,0.21083,0.001893,-0.00320535,0.00246925,33.1792,-7.0711,-0.0222677,0.148033,-0.146066,0.22051,0.0028777,-0.00419434,0.00266067,-34.3569,-9.4232,0.0082085,0.0683255,-0.304219,0.212435,0.000467438,-0.0014256,-0.00629666,33.8737,-12.2021,-0.0276345,0.180773,-0.107472,0.234097,0.00427964,-0.00581048,0.0020649,33.8444,-14.448,-0.0257802,0.193292,-0.0876707,0.246642,0.00483141,-0.00657879,0.00196973
170,34.2821,11.6044,-0.0200954,0.00780989,-0.171476,0.179244,-0.000536711,-0.00022831,0.00110953,34.132,8.79335,-0.0152477,0.0324209,-0.172457,0.184656,-0.000380393,-0.000541075,0.00145874,33.8393,5.61064,-0.00057745,0.0584299,-0.173114,0.195218,-7.6383e-05,-0.000977159,0.00184529,33.9853,2.56492,0.014635,0.0826595,-0.166334,0.198413,0.000409255,-0.00156062,0.00202316,33.8402,-1.13583,-0.000311807,0.109941,-0.160987,0.204643,0.0011816,-0.00245162,0.00221631,33.8482,-3.7733,-0.00282518,0.127735,-0.152062,0.210937,0.00185024,-0.00315195,0.00221963,33.6528,-7.0741,-0.0253612,0.149612,-0.141142,0.219432,0.00282591,-0.00414026,0.0023323,-34.8624,-9.41985,0.00603327,0.0681794,-0.294418,0.213997,0.000594001,-0.00158028,-0.00630649,34.3503,-12.2064,-0.0237094,0.184342,-0.103491,0.231915,0.00415635,-0.00566702,0.00158385,34.3223,-14.4505,-0.0239182,0.19746,-0.0845077,0.244145,0.00470136,-0.00641549,0.00139954
171,34.757,11.5987,-0.0205522,0.0075249,-0.165975,0.179495,-0.000496399,-0.000241791,0.00103002,34.6073,8.78831,-0.0133978,0.0322044,-0.166973,0.184246,-0.000343274,-0.000555177,0.00135684,34.3139,5.60882,0.00290758,0.0584262,-0.167496,0.194093,-4.44044e-05,-0.000984662,0.00171469,34.4597,2.56462,0.0141599,0.0829017,-0.160739,0.197661,0.000421114,-0.00154355,0.00186373,34.3124,-1.13868,-0.00272103,0.110611,-0.155738,0.204414,0.00116304,-0.00240946,0.00201021,34.321,-3.7716,-0.00595706,0.12851,-0.14673,0.210953,0.00180204,-0.0030923,0.00197296,34.1263,-7.07733,-0.0284334,0.15113,-0.13645,0.218091,0.00275785,-0.00406942,0.00200706,-35.3682,-9.41672,0.00330727,0.067957,-0.284441,0.215347,0.000728435,-0.00174169,-0.00631093,34.8269,-12.2095,-0.0191785,0.187726,-0.100442,0.229756,0.00399138,-0.00547733,0.00111734,34.8,-14.4529,-0.0222764,0.20164,-0.0822541,0.2411,0.00452033,-0.00619153,0.00084592
172,35.2315,11.5927,-0.022715,0.00712841,-0.160612,0.180612,-0.000458853,-0.000254955,0.000952254,35.0814,8.78439,-0.0166746,0.0319542,-0.161443,0.184574,-0.000312726,-0.000564525,0.00125729,34.7877,5.60758,0.00311723,0.058461,-0.161834,0.193166,-2.09669e-05,-0.000985462,0.00158659,34.9336,2.56417,0.012373,0.0830378,-0.155255,0.197279,0.000423805,-0.00151756,0.00170835,34.7841,-1.14144,-0.00572038,0.111363,-0.150424,0.203541,0.00113082,-0.00235018,0.00181368,34.7936,-3.76953,-0.00854721,0.129517,-0.141927,0.210288,0.00173594,-0.00301117,0.00173803,34.5999,-7.08038,-0.029334,0.152717,-0.13203,0.21643,0.0026546,-0.00396135,0.00169848,-35.8742,-9.41359,0.00139282,0.0675983,-0.274335,0.215923,0.000884926,-0.00192631,-0.00628975,35.3026,-12.2117,-0.0176756,0.190287,-0.0979025,0.228558,0.00376293,-0.00521962,0.000693604,35.2774,-14.4557,-0.0208879,0.204333,-0.0819837,0.23885,0.00425237,-0.00586912,0.000352088
173,35.7061,11.5861,-0.0226529,0.00680865,-0.155385,0.181059,-0.000426337,-0.000267331,0.000875641,35.5555,8.77991,-0.0187869,0.0317371,-0.156,0.18496,-0.000286744,-0.000570462,0.00115865,35.2611,5.60652,0.00227572,0.0585056,-0.15616,0.192309,-2.2398e-07,-0.000984134,0.00145928,35.4074,2.56392,0.0108407,0.0831782,-0.149901,0.196819,0.000421386,-0.00148703,0.00155486,35.2558,-1.14408,-0.00828638,0.112047,-0.145126,0.202756,0.00109477,-0.00228692,0.00162025,35.2661,-3.76744,-0.0103997,0.1305,-0.137319,0.209477,0.0016627,-0.00292168,0.0015101,35.0735,-7.08337,-0.0295827,0.154293,-0.127669,0.214742,0.00254229,-0.00384357,0.00139544,-36.3802,-9.41037,-0.000546172,0.0672376,-0.264274,0.21652,0.0010469,-0.00211666,-0.00625969,35.7781,-12.2136,-0.0171581,0.192601,-0.0955172,0.227607,0.00351477,-0.00494101,0.000284013,35.7546,-14.4586,-0.0199174,0.20666,-0.0822258,0.236726,0.00395825,-0.00551795,-0.000121215
174,36.1807,11.5792,-0.0217773,0.00651675,-0.150207,0.181262,-0.000395655,-0.000279421,0.000799454,36.0297,8.77493,-0.0198315,0.0315504,-0.150637,0.1854,-0.000264942,-0.000573275,0.00106086,35.7334,5.60535,-0.0034903,0.0584803,-0.150533,0.192053,1.02438e-05,-0.000973876,0.00133405,35.8811,2.56387,0.00963342,0.0833249,-0.144711,0.196256,0.000412403,-0.00145066,0.00140378,35.7275,-1.14643,-0.00967248,0.112546,-0.139874,0.202208,0.00104829,-0.00221284,0.00143523,35.7387,-3.76534,-0.0111327,0.131451,-0.133016,0.208431,0.00157831,-0.00281917,0.00129293,35.5473,-7.0861,-0.02731,0.155713,-0.123459,0.213205,0.00240013,-0.00369325,0.00111617,-36.8867,-9.40679,-0.00262124,0.0668839,-0.254382,0.217281,0.00122619,-0.00232523,-0.00620097,36.2525,-12.2161,-0.0210131,0.194281,-0.0934941,0.226537,0.00320217,-0.00459959,-5.69124e-05,36.2307,-14.4623,-0.0231236,0.208458,-0.0833028,0.234081,0.00357928,-0.00508138,-0.000504197
